global_id,class_id,is_visual_rep,r1,r2,r3,r4,r5,r6,r7,r8,r9,n_up,n_ne,n_nw
266,6,0,"nw(2,0)","ne(2,0)","ne(2,2)","nw(4,4)","ne(4,4)","nw(0,0)","up(2,2)","up(4,2)","up(4,4)",3,3,3
267,6,0,"nw(2,0)","ne(2,0)","nw(4,2)","up(0,4)","up(2,0)","nw(0,2)","up(2,4)","ne(0,4)","ne(0,2)",3,3,3
268,6,0,"nw(2,0)","ne(2,0)","nw(4,2)","up(0,4)","ne(4,4)","nw(0,0)","ne(4,2)","up(4,2)","up(4,4)",3,3,3
269,6,0,"nw(2,0)","nw(4,0)","up(0,2)","up(0,4)","ne(4,0)","ne(4,2)","nw(0,4)","ne(0,4)","up(4,2)",3,3,3
270,6,0,"nw(2,0)","nw(4,0)","up(0,2)","up(0,4)","ne(4,0)","nw(0,2)","up(2,4)","ne(0,4)","ne(0,2)",3,3,3
271,6,0,"up(0,5)","up(0,1)","nw(2,3)","nw(4,3)","ne(4,3)","ne(4,5)","nw(0,1)","up(4,5)","ne(0,1)",3,3,3
272,6,0,"up(0,5)","up(0,1)","nw(2,3)","nw(4,3)","ne(4,3)","nw(0,5)","up(2,1)","ne(0,5)","ne(0,1)",3,3,3
273,6,0,"up(0,5)","nw(2,1)","ne(2,1)","nw(4,3)","up(2,5)","up(2,1)","nw(0,3)","ne(0,3)","ne(0,5)",3,3,3
274,6,0,"up(0,5)","nw(2,1)","ne(2,1)","nw(4,3)","ne(4,3)","ne(4,5)","nw(0,1)","up(4,5)","up(4,3)",3,3,3
275,6,0,"up(0,5)","nw(2,1)","nw(4,1)","up(0,3)","up(2,5)","ne(4,1)","nw(0,3)","ne(0,3)","ne(0,5)",3,3,3
276,6,0,"up(0,5)","nw(2,1)","nw(4,1)","up(0,3)","ne(4,3)","nw(0,5)","ne(4,1)","ne(0,5)","up(4,3)",3,3,3
277,6,0,"up(5,5)","up(5,1)","nw(1,3)","nw(3,3)","ne(3,3)","ne(3,5)","nw(5,1)","up(3,5)","ne(5,1)",3,3,3
278,6,0,"up(5,5)","up(5,1)","nw(1,3)","nw(3,3)","ne(3,3)","nw(5,5)","up(1,1)","ne(5,5)","ne(5,1)",3,3,3
279,6,0,"up(5,5)","nw(1,1)","ne(1,1)","nw(3,3)","up(1,5)","up(1,1)","nw(5,3)","ne(5,3)","ne(5,5)",3,3,3
280,6,0,"up(5,5)","nw(1,1)","ne(1,1)","nw(3,3)","ne(3,3)","ne(3,5)","nw(5,1)","up(3,5)","up(3,3)",3,3,3
281,6,0,"up(5,5)","nw(1,1)","nw(3,1)","up(5,3)","up(1,5)","ne(3,1)","nw(5,3)","ne(5,3)","ne(5,5)",3,3,3
282,6,0,"up(5,5)","nw(1,1)","nw(3,1)","up(5,3)","ne(3,3)","nw(5,5)","ne(3,1)","ne(5,5)","up(3,3)",3,3,3
283,6,0,"nw(3,5)","up(5,1)","up(5,3)","nw(1,5)","ne(3,5)","ne(3,1)","nw(5,3)","ne(5,3)","up(3,1)",3,3,3
284,6,0,"nw(3,5)","up(5,1)","up(5,3)","nw(1,5)","ne(3,5)","nw(5,1)","up(1,3)","ne(5,3)","ne(5,1)",3,3,3
285,6,0,"nw(3,5)","up(5,1)","nw(1,3)","ne(1,3)","ne(3,5)","ne(3,1)","nw(5,3)","up(3,5)","up(3,1)",3,3,3
286,6,0,"nw(3,5)","up(5,1)","nw(1,3)","ne(1,3)","nw(5,5)","up(1,1)","up(1,3)","ne(5,5)","ne(5,1)",3,3,3
287,6,0,"nw(3,5)","nw(1,1)","ne(1,1)","ne(1,3)","ne(3,5)","nw(5,1)","up(1,3)","up(3,5)","up(3,3)",3,3,3
288,6,0,"nw(3,5)","nw(1,1)","ne(1,1)","ne(1,3)","nw(5,5)","up(1,1)","up(1,3)","ne(5,5)","up(3,3)",3,3,3
289,6,0,"ne(2,3)","ne(2,5)","nw(4,1)","nw(2,3)","up(2,5)","ne(4,1)","nw(0,3)","up(4,5)","up(4,1)",3,3,3
290,6,0,"ne(2,3)","ne(2,5)","nw(4,1)","nw(2,3)","up(2,5)","nw(0,1)","up(2,3)","up(4,5)","ne(0,1)",3,3,3
291,6,0,"ne(2,3)","nw(4,5)","up(0,1)","nw(2,3)","ne(4,5)","ne(4,1)","nw(0,3)","up(4,5)","up(4,1)",3,3,3
292,6,0,"ne(2,3)","nw(4,5)","up(0,1)","nw(2,3)","nw(0,5)","up(2,1)","up(2,3)","ne(0,5)","ne(0,1)",3,3,3
293,6,0,"ne(2,3)","nw(4,5)","nw(2,1)","ne(2,1)","ne(4,5)","nw(0,1)","up(2,3)","up(4,5)","up(4,3)",3,3,3
294,6,0,"ne(2,3)","nw(4,5)","nw(2,1)","ne(2,1)","nw(0,5)","up(2,1)","up(2,3)","ne(0,5)","up(4,3)",3,3,3
295,6,0,"ne(1,4)","ne(1,0)","nw(3,2)","nw(1,4)","up(1,0)","ne(3,2)","nw(5,4)","up(3,0)","up(3,2)",3,3,3
296,6,0,"ne(1,4)","ne(1,0)","nw(3,2)","nw(1,4)","up(1,0)","nw(5,2)","up(1,4)","up(3,0)","ne(5,2)",3,3,3
297,6,0,"ne(1,4)","nw(3,0)","up(5,2)","nw(1,4)","ne(3,0)","ne(3,2)","nw(5,4)","up(3,0)","up(3,2)",3,3,3
298,6,0,"ne(1,4)","nw(3,0)","up(5,2)","nw(1,4)","nw(5,0)","up(1,2)","up(1,4)","ne(5,0)","ne(5,2)",3,3,3
299,6,0,"ne(1,4)","nw(3,0)","nw(1,2)","ne(1,2)","ne(3,0)","nw(5,2)","up(1,4)","up(3,0)","up(3,4)",3,3,3
300,6,0,"ne(1,4)","nw(3,0)","nw(1,2)","ne(1,2)","nw(5,0)","up(1,2)","up(1,4)","ne(5,0)","up(3,4)",3,3,3
301,6,0,"nw(2,5)","ne(2,5)","ne(2,1)","nw(4,3)","up(2,5)","up(2,1)","nw(0,3)","ne(0,3)","up(4,1)",3,3,3
302,6,0,"nw(2,5)","ne(2,5)","ne(2,1)","nw(4,3)","ne(4,3)","nw(0,5)","up(2,1)","up(4,1)","up(4,3)",3,3,3
303,6,0,"nw(2,5)","ne(2,5)","nw(4,1)","up(0,3)","up(2,5)","nw(0,1)","up(2,3)","ne(0,3)","ne(0,1)",3,3,3
304,6,0,"nw(2,5)","ne(2,5)","nw(4,1)","up(0,3)","ne(4,3)","nw(0,5)","ne(4,1)","up(4,1)","up(4,3)",3,3,3
305,6,0,"nw(2,5)","nw(4,5)","up(0,1)","up(0,3)","ne(4,5)","ne(4,1)","nw(0,3)","ne(0,3)","up(4,1)",3,3,3
306,6,0,"nw(2,5)","nw(4,5)","up(0,1)","up(0,3)","ne(4,5)","nw(0,1)","up(2,3)","ne(0,3)","ne(0,1)",3,3,3
307,6,0,"nw(1,0)","ne(1,0)","ne(1,2)","nw(3,4)","up(1,0)","up(1,2)","nw(5,4)","ne(5,4)","up(3,2)",3,3,3
308,6,0,"nw(1,0)","ne(1,0)","ne(1,2)","nw(3,4)","ne(3,4)","nw(5,0)","up(1,2)","up(3,2)","up(3,4)",3,3,3
309,6,1,"nw(1,0)","ne(1,0)","nw(3,2)","up(5,4)","up(1,0)","nw(5,2)","up(1,4)","ne(5,4)","ne(5,2)",3,3,3
310,6,0,"nw(1,0)","ne(1,0)","nw(3,2)","up(5,4)","ne(3,4)","nw(5,0)","ne(3,2)","up(3,2)","up(3,4)",3,3,3
311,6,0,"nw(1,0)","nw(3,0)","up(5,2)","up(5,4)","ne(3,0)","ne(3,2)","nw(5,4)","ne(5,4)","up(3,2)",3,3,3
312,6,0,"nw(1,0)","nw(3,0)","up(5,2)","up(5,4)","ne(3,0)","nw(5,2)","up(1,4)","ne(5,4)","ne(5,2)",3,3,3
313,7,0,"up(0,0)","up(0,2)","up(0,4)","ne(4,4)","ne(4,0)","ne(4,2)","up(4,5)","up(4,1)","up(4,3)",6,3,0
314,7,0,"up(0,0)","up(0,2)","up(0,4)","ne(4,4)","ne(4,0)","ne(4,2)","ne(0,3)","ne(0,5)","ne(0,1)",3,6,0
315,7,0,"up(0,0)","up(0,2)","up(0,4)","up(2,5)","up(2,1)","up(2,3)","ne(0,4)","ne(0,0)","ne(0,2)",6,3,0
316,7,0,"up(0,0)","up(0,2)","up(0,4)","up(2,5)","up(2,1)","up(2,3)","ne(0,3)","ne(0,5)","ne(0,1)",6,3,0
317,7,0,"up(0,0)","up(0,2)","up(0,4)","ne(4,3)","ne(4,5)","ne(4,1)","ne(0,4)","ne(0,0)","ne(0,2)",3,6,0
318,7,0,"up(0,0)","up(0,2)","up(0,4)","ne(4,3)","ne(4,5)","ne(4,1)","up(4,5)","up(4,1)","up(4,3)",6,3,0
319,7,0,"up(0,0)","up(5,2)","nw(2,4)","nw(4,4)","up(1,2)","up(2,0)","nw(0,4)","up(3,2)","up(4,0)",6,0,3
320,7,0,"up(0,0)","up(5,2)","nw(1,4)","nw(3,4)","up(1,2)","nw(5,4)","up(2,0)","up(3,2)","up(4,0)",6,0,3
321,7,0,"up(0,0)","nw(2,2)","nw(4,2)","up(5,4)","up(1,4)","up(2,0)","nw(0,2)","up(3,4)","up(4,0)",6,0,3
322,7,0,"up(0,0)","nw(2,2)","nw(4,2)","nw(1,4)","nw(3,4)","nw(5,4)","up(2,0)","nw(0,2)","up(4,0)",3,0,6
323,7,0,"up(0,0)","nw(1,2)","nw(3,2)","up(5,4)","nw(5,2)","up(1,4)","up(2,0)","up(3,4)","up(4,0)",6,0,3
324,7,0,"up(0,0)","nw(1,2)","nw(3,2)","nw(2,4)","nw(4,4)","nw(5,2)","up(2,0)","nw(0,4)","up(4,0)",3,0,6
325,7,0,"up(5,0)","up(0,2)","nw(2,4)","nw(4,4)","up(1,0)","up(2,2)","nw(0,4)","up(3,0)","up(4,2)",6,0,3
326,7,0,"up(5,0)","up(0,2)","nw(1,4)","nw(3,4)","up(1,0)","nw(5,4)","up(2,2)","up(3,0)","up(4,2)",6,0,3
327,7,0,"up(5,0)","up(5,2)","up(5,4)","ne(3,4)","ne(3,0)","ne(3,2)","up(3,5)","up(3,1)","up(3,3)",6,3,0
328,7,0,"up(5,0)","up(5,2)","up(5,4)","ne(3,4)","ne(3,0)","ne(3,2)","ne(5,3)","ne(5,5)","ne(5,1)",3,6,0
329,7,0,"up(5,0)","up(5,2)","up(5,4)","up(1,5)","up(1,1)","up(1,3)","ne(5,4)","ne(5,0)","ne(5,2)",6,3,0
330,7,0,"up(5,0)","up(5,2)","up(5,4)","up(1,5)","up(1,1)","up(1,3)","ne(5,3)","ne(5,5)","ne(5,1)",6,3,0
331,7,0,"up(5,0)","up(5,2)","up(5,4)","ne(3,3)","ne(3,5)","ne(3,1)","ne(5,4)","ne(5,0)","ne(5,2)",3,6,0
332,7,0,"up(5,0)","up(5,2)","up(5,4)","ne(3,3)","ne(3,5)","ne(3,1)","up(3,5)","up(3,1)","up(3,3)",6,3,0
333,7,0,"up(5,0)","nw(2,2)","nw(4,2)","up(0,4)","up(1,0)","nw(0,2)","up(2,4)","up(3,0)","up(4,4)",6,0,3
334,7,0,"up(5,0)","nw(2,2)","nw(4,2)","nw(1,4)","nw(3,4)","up(1,0)","nw(5,4)","nw(0,2)","up(3,0)",3,0,6
335,7,0,"up(5,0)","nw(1,2)","nw(3,2)","up(0,4)","up(1,0)","nw(5,2)","up(2,4)","up(3,0)","up(4,4)",6,0,3
336,7,0,"up(5,0)","nw(1,2)","nw(3,2)","nw(2,4)","nw(4,4)","up(1,0)","nw(5,2)","nw(0,4)","up(3,0)",3,0,6
337,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","up(2,0)","up(2,2)","up(2,4)","up(4,5)","up(4,1)","up(4,3)",6,3,0
338,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","up(2,0)","up(2,2)","up(2,4)","ne(0,3)","ne(0,5)","ne(0,1)",3,6,0
339,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","up(2,5)","up(2,1)","up(2,3)","up(4,0)","up(4,2)","up(4,4)",6,3,0
340,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","up(2,5)","up(2,1)","up(2,3)","ne(0,3)","ne(0,5)","ne(0,1)",3,6,0
341,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","ne(4,3)","ne(4,5)","ne(4,1)","up(4,0)","up(4,2)","up(4,4)",3,6,0
342,7,0,"ne(2,4)","ne(2,0)","ne(2,2)","ne(4,3)","ne(4,5)","ne(4,1)","up(4,5)","up(4,1)","up(4,3)",3,6,0
343,7,0,"ne(2,4)","ne(1,1)","nw(3,3)","nw(1,5)","ne(3,5)","nw(5,1)","ne(4,2)","ne(5,3)","ne(0,0)",0,6,3
344,7,0,"ne(2,4)","ne(1,1)","nw(4,2)","nw(2,4)","ne(3,5)","nw(0,0)","ne(4,2)","ne(5,3)","ne(0,0)",0,6,3
345,7,0,"ne(2,4)","nw(3,1)","nw(1,3)","ne(1,3)","nw(5,5)","ne(3,1)","ne(4,2)","ne(5,5)","ne(0,0)",0,6,3
346,7,0,"ne(2,4)","nw(3,1)","nw(1,3)","nw(4,2)","nw(2,4)","nw(5,5)","nw(0,0)","ne(4,2)","ne(0,0)",0,3,6
347,7,0,"ne(2,4)","nw(4,0)","nw(2,2)","ne(1,3)","ne(3,1)","ne(4,2)","nw(0,4)","ne(5,5)","ne(0,0)",0,6,3
348,7,0,"ne(2,4)","nw(4,0)","nw(2,2)","nw(3,3)","nw(1,5)","nw(5,1)","ne(4,2)","nw(0,4)","ne(0,0)",0,3,6
349,7,0,"ne(1,5)","ne(2,0)","nw(3,3)","nw(1,5)","ne(3,3)","nw(5,1)","ne(4,4)","ne(5,1)","ne(0,2)",0,6,3
350,7,0,"ne(1,5)","ne(2,0)","nw(4,2)","nw(2,4)","ne(3,3)","ne(4,4)","nw(0,0)","ne(5,1)","ne(0,2)",0,6,3
351,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","up(1,0)","up(1,2)","up(1,4)","ne(5,4)","ne(5,0)","ne(5,2)",3,6,0
352,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","up(1,0)","up(1,2)","up(1,4)","up(3,5)","up(3,1)","up(3,3)",6,3,0
353,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","ne(3,4)","ne(3,0)","ne(3,2)","up(3,0)","up(3,2)","up(3,4)",3,6,0
354,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","ne(3,4)","ne(3,0)","ne(3,2)","up(3,5)","up(3,1)","up(3,3)",3,6,0
355,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","up(1,5)","up(1,1)","up(1,3)","up(3,0)","up(3,2)","up(3,4)",6,3,0
356,7,0,"ne(1,5)","ne(1,1)","ne(1,3)","up(1,5)","up(1,1)","up(1,3)","ne(5,4)","ne(5,0)","ne(5,2)",3,6,0
357,7,0,"ne(1,5)","nw(3,1)","nw(1,3)","ne(2,2)","ne(3,3)","nw(5,5)","ne(4,0)","ne(5,1)","ne(0,4)",0,6,3
358,7,0,"ne(1,5)","nw(3,1)","nw(1,3)","nw(4,2)","nw(2,4)","ne(3,3)","nw(5,5)","nw(0,0)","ne(5,1)",0,3,6
359,7,0,"ne(1,5)","nw(4,0)","nw(2,2)","ne(2,2)","ne(3,3)","ne(4,0)","nw(0,4)","ne(5,1)","ne(0,4)",0,6,3
360,7,0,"ne(1,5)","nw(4,0)","nw(2,2)","nw(3,3)","nw(1,5)","ne(3,3)","nw(5,1)","nw(0,4)","ne(5,1)",0,3,6
361,7,0,"nw(2,0)","ne(2,0)","ne(1,3)","nw(4,4)","ne(3,1)","ne(4,4)","nw(0,2)","ne(5,5)","ne(0,2)",0,6,3
362,7,0,"nw(2,0)","ne(2,0)","nw(3,3)","nw(1,5)","nw(4,4)","nw(5,1)","ne(4,4)","nw(0,2)","ne(0,2)",0,3,6
363,7,0,"nw(2,0)","ne(1,1)","ne(2,2)","nw(4,4)","ne(3,5)","ne(4,0)","nw(0,2)","ne(5,3)","ne(0,4)",0,6,3
364,7,0,"nw(2,0)","ne(1,1)","nw(3,3)","nw(1,5)","nw(4,4)","ne(3,5)","nw(5,1)","nw(0,2)","ne(5,3)",0,3,6
365,7,0,"nw(2,0)","nw(3,1)","nw(1,3)","ne(2,2)","nw(4,4)","nw(5,5)","ne(4,0)","nw(0,2)","ne(0,4)",0,3,6
366,7,0,"nw(2,0)","nw(3,1)","nw(1,3)","ne(1,3)","nw(4,4)","nw(5,5)","ne(3,1)","nw(0,2)","ne(5,5)",0,3,6
367,7,0,"nw(2,0)","nw(4,0)","up(0,2)","up(5,4)","up(1,4)","nw(0,0)","up(2,2)","up(3,4)","up(4,2)",6,0,3
368,7,0,"nw(2,0)","nw(4,0)","up(0,2)","nw(1,4)","nw(3,4)","nw(5,4)","nw(0,0)","up(2,2)","up(4,2)",3,0,6
369,7,0,"nw(2,0)","nw(4,0)","up(5,2)","up(0,4)","up(1,2)","nw(0,0)","up(2,4)","up(3,2)","up(4,4)",6,0,3
370,7,0,"nw(2,0)","nw(4,0)","up(5,2)","nw(1,4)","nw(3,4)","up(1,2)","nw(5,4)","nw(0,0)","up(3,2)",3,0,6
371,7,0,"nw(2,0)","nw(4,0)","nw(1,2)","nw(3,2)","up(0,4)","nw(5,2)","nw(0,0)","up(2,4)","up(4,4)",3,0,6
372,7,0,"nw(2,0)","nw(4,0)","nw(1,2)","nw(3,2)","up(5,4)","nw(5,2)","up(1,4)","nw(0,0)","up(3,4)",3,0,6
373,7,0,"up(0,5)","up(0,1)","up(0,3)","up(2,0)","up(2,2)","up(2,4)","ne(0,4)","ne(0,0)","ne(0,2)",6,3,0
374,7,0,"up(0,5)","up(0,1)","up(0,3)","up(2,0)","up(2,2)","up(2,4)","ne(0,3)","ne(0,5)","ne(0,1)",6,3,0
375,7,0,"up(0,5)","up(0,1)","up(0,3)","ne(4,4)","ne(4,0)","ne(4,2)","up(4,0)","up(4,2)","up(4,4)",6,3,0
376,7,0,"up(0,5)","up(0,1)","up(0,3)","ne(4,4)","ne(4,0)","ne(4,2)","ne(0,3)","ne(0,5)","ne(0,1)",3,6,0
377,7,0,"up(0,5)","up(0,1)","up(0,3)","ne(4,3)","ne(4,5)","ne(4,1)","up(4,0)","up(4,2)","up(4,4)",6,3,0
378,7,0,"up(0,5)","up(0,1)","up(0,3)","ne(4,3)","ne(4,5)","ne(4,1)","ne(0,4)","ne(0,0)","ne(0,2)",3,6,0
379,7,0,"up(0,5)","up(5,1)","nw(2,3)","nw(4,3)","up(1,1)","up(2,5)","nw(0,3)","up(3,1)","up(4,5)",6,0,3
380,7,0,"up(0,5)","up(5,1)","nw(1,3)","nw(3,3)","up(1,1)","nw(5,3)","up(2,5)","up(3,1)","up(4,5)",6,0,3
381,7,0,"up(0,5)","nw(2,1)","nw(4,1)","up(5,3)","up(1,3)","up(2,5)","nw(0,1)","up(3,3)","up(4,5)",6,0,3
382,7,0,"up(0,5)","nw(2,1)","nw(4,1)","nw(1,3)","nw(3,3)","nw(5,3)","up(2,5)","nw(0,1)","up(4,5)",3,0,6
383,7,0,"up(0,5)","nw(1,1)","nw(3,1)","up(5,3)","nw(5,1)","up(1,3)","up(2,5)","up(3,3)","up(4,5)",6,0,3
384,7,0,"up(0,5)","nw(1,1)","nw(3,1)","nw(2,3)","nw(4,3)","nw(5,1)","up(2,5)","nw(0,3)","up(4,5)",3,0,6
385,7,0,"up(5,5)","up(0,1)","nw(2,3)","nw(4,3)","up(1,5)","up(2,1)","nw(0,3)","up(3,5)","up(4,1)",6,0,3
386,7,0,"up(5,5)","up(0,1)","nw(1,3)","nw(3,3)","up(1,5)","nw(5,3)","up(2,1)","up(3,5)","up(4,1)",6,0,3
387,7,0,"up(5,5)","up(5,1)","up(5,3)","up(1,0)","up(1,2)","up(1,4)","ne(5,4)","ne(5,0)","ne(5,2)",6,3,0
388,7,0,"up(5,5)","up(5,1)","up(5,3)","up(1,0)","up(1,2)","up(1,4)","ne(5,3)","ne(5,5)","ne(5,1)",6,3,0
389,7,0,"up(5,5)","up(5,1)","up(5,3)","ne(3,4)","ne(3,0)","ne(3,2)","up(3,0)","up(3,2)","up(3,4)",6,3,0
390,7,0,"up(5,5)","up(5,1)","up(5,3)","ne(3,4)","ne(3,0)","ne(3,2)","ne(5,3)","ne(5,5)","ne(5,1)",3,6,0
391,7,0,"up(5,5)","up(5,1)","up(5,3)","ne(3,3)","ne(3,5)","ne(3,1)","up(3,0)","up(3,2)","up(3,4)",6,3,0
392,7,0,"up(5,5)","up(5,1)","up(5,3)","ne(3,3)","ne(3,5)","ne(3,1)","ne(5,4)","ne(5,0)","ne(5,2)",3,6,0
393,7,0,"up(5,5)","nw(2,1)","nw(4,1)","up(0,3)","up(1,5)","nw(0,1)","up(2,3)","up(3,5)","up(4,3)",6,0,3
394,7,0,"up(5,5)","nw(2,1)","nw(4,1)","nw(1,3)","nw(3,3)","up(1,5)","nw(5,3)","nw(0,1)","up(3,5)",3,0,6
395,7,0,"up(5,5)","nw(1,1)","nw(3,1)","up(0,3)","up(1,5)","nw(5,1)","up(2,3)","up(3,5)","up(4,3)",6,0,3
396,7,0,"up(5,5)","nw(1,1)","nw(3,1)","nw(2,3)","nw(4,3)","up(1,5)","nw(5,1)","nw(0,3)","up(3,5)",3,0,6
397,7,0,"nw(3,5)","up(0,1)","up(5,3)","nw(1,5)","nw(5,5)","up(1,3)","up(2,1)","up(3,3)","up(4,1)",6,0,3
398,7,0,"nw(3,5)","up(0,1)","nw(2,3)","nw(4,3)","nw(1,5)","nw(5,5)","up(2,1)","nw(0,3)","up(4,1)",3,0,6
399,7,0,"nw(3,5)","up(5,1)","up(0,3)","nw(1,5)","nw(5,5)","up(1,1)","up(2,3)","up(3,1)","up(4,3)",6,0,3
400,7,0,"nw(3,5)","up(5,1)","nw(2,3)","nw(4,3)","nw(1,5)","nw(5,5)","up(1,1)","nw(0,3)","up(3,1)",3,0,6
401,7,0,"nw(3,5)","nw(2,1)","nw(4,1)","up(0,3)","nw(1,5)","nw(5,5)","nw(0,1)","up(2,3)","up(4,3)",3,0,6
402,7,0,"nw(3,5)","nw(2,1)","nw(4,1)","up(5,3)","nw(1,5)","nw(5,5)","up(1,3)","nw(0,1)","up(3,3)",3,0,6
403,7,0,"nw(3,5)","nw(1,1)","ne(2,0)","ne(1,3)","ne(3,1)","nw(5,3)","ne(4,4)","ne(5,5)","ne(0,2)",0,6,3
404,7,0,"nw(3,5)","nw(1,1)","ne(2,0)","nw(4,2)","nw(2,4)","nw(5,3)","ne(4,4)","nw(0,0)","ne(0,2)",0,3,6
405,7,0,"nw(3,5)","nw(1,1)","ne(1,1)","ne(2,2)","ne(3,5)","nw(5,3)","ne(4,0)","ne(5,3)","ne(0,4)",0,6,3
406,7,0,"nw(3,5)","nw(1,1)","ne(1,1)","nw(4,2)","nw(2,4)","ne(3,5)","nw(5,3)","nw(0,0)","ne(5,3)",0,3,6
407,7,0,"nw(3,5)","nw(1,1)","nw(4,0)","nw(2,2)","ne(2,2)","nw(5,3)","ne(4,0)","nw(0,4)","ne(0,4)",0,3,6
408,7,0,"nw(3,5)","nw(1,1)","nw(4,0)","nw(2,2)","ne(1,3)","ne(3,1)","nw(5,3)","nw(0,4)","ne(5,5)",0,3,6
409,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","up(2,0)","up(2,2)","up(2,4)","ne(0,4)","ne(0,0)","ne(0,2)",3,6,0
410,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","up(2,0)","up(2,2)","up(2,4)","up(4,5)","up(4,1)","up(4,3)",6,3,0
411,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","ne(4,4)","ne(4,0)","ne(4,2)","up(4,0)","up(4,2)","up(4,4)",3,6,0
412,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","ne(4,4)","ne(4,0)","ne(4,2)","up(4,5)","up(4,1)","up(4,3)",3,6,0
413,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","up(2,5)","up(2,1)","up(2,3)","up(4,0)","up(4,2)","up(4,4)",6,3,0
414,7,0,"ne(2,3)","ne(2,5)","ne(2,1)","up(2,5)","up(2,1)","up(2,3)","ne(0,4)","ne(0,0)","ne(0,2)",3,6,0
415,7,0,"ne(2,3)","ne(1,0)","nw(3,2)","nw(1,4)","ne(3,4)","nw(5,0)","ne(4,1)","ne(5,2)","ne(0,5)",0,6,3
416,7,0,"ne(2,3)","ne(1,0)","nw(4,1)","nw(2,3)","ne(3,4)","nw(0,5)","ne(4,1)","ne(5,2)","ne(0,5)",0,6,3
417,7,0,"ne(2,3)","nw(3,0)","nw(1,2)","ne(1,2)","ne(3,0)","nw(5,4)","ne(4,1)","ne(5,4)","ne(0,5)",0,6,3
418,7,0,"ne(2,3)","nw(3,0)","nw(1,2)","nw(4,1)","nw(2,3)","nw(5,4)","nw(0,5)","ne(4,1)","ne(0,5)",0,3,6
419,7,0,"ne(2,3)","nw(4,5)","nw(2,1)","ne(1,2)","ne(3,0)","ne(4,1)","nw(0,3)","ne(5,4)","ne(0,5)",0,6,3
420,7,0,"ne(2,3)","nw(4,5)","nw(2,1)","nw(3,2)","nw(1,4)","nw(5,0)","ne(4,1)","nw(0,3)","ne(0,5)",0,3,6
421,7,0,"ne(1,4)","ne(2,5)","nw(3,2)","nw(1,4)","nw(5,0)","ne(3,2)","ne(4,3)","ne(5,0)","ne(0,1)",0,6,3
422,7,0,"ne(1,4)","ne(2,5)","nw(4,1)","nw(2,3)","ne(3,2)","ne(4,3)","nw(0,5)","ne(5,0)","ne(0,1)",0,6,3
423,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","up(1,0)","up(1,2)","up(1,4)","up(3,5)","up(3,1)","up(3,3)",6,3,0
424,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","up(1,0)","up(1,2)","up(1,4)","ne(5,3)","ne(5,5)","ne(5,1)",3,6,0
425,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","up(1,5)","up(1,1)","up(1,3)","up(3,0)","up(3,2)","up(3,4)",6,3,0
426,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","up(1,5)","up(1,1)","up(1,3)","ne(5,3)","ne(5,5)","ne(5,1)",3,6,0
427,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","ne(3,3)","ne(3,5)","ne(3,1)","up(3,0)","up(3,2)","up(3,4)",3,6,0
428,7,0,"ne(1,4)","ne(1,0)","ne(1,2)","ne(3,3)","ne(3,5)","ne(3,1)","up(3,5)","up(3,1)","up(3,3)",3,6,0
429,7,0,"ne(1,4)","nw(3,0)","nw(1,2)","ne(2,1)","ne(3,2)","nw(5,4)","ne(4,5)","ne(5,0)","ne(0,3)",0,6,3
430,7,0,"ne(1,4)","nw(3,0)","nw(1,2)","nw(4,1)","nw(2,3)","ne(3,2)","nw(5,4)","nw(0,5)","ne(5,0)",0,3,6
431,7,0,"ne(1,4)","nw(4,5)","nw(2,1)","ne(2,1)","ne(3,2)","ne(4,5)","nw(0,3)","ne(5,0)","ne(0,3)",0,6,3
432,7,0,"ne(1,4)","nw(4,5)","nw(2,1)","nw(3,2)","nw(1,4)","nw(5,0)","ne(3,2)","nw(0,3)","ne(5,0)",0,3,6
433,7,0,"nw(2,5)","ne(2,5)","ne(1,2)","nw(4,3)","ne(3,0)","ne(4,3)","nw(0,1)","ne(5,4)","ne(0,1)",0,6,3
434,7,0,"nw(2,5)","ne(2,5)","nw(3,2)","nw(1,4)","nw(4,3)","nw(5,0)","ne(4,3)","nw(0,1)","ne(0,1)",0,3,6
435,7,0,"nw(2,5)","ne(1,0)","ne(2,1)","nw(4,3)","ne(3,4)","ne(4,5)","nw(0,1)","ne(5,2)","ne(0,3)",0,6,3
